node,K,L,b,total_lift_classes,canonical_source_classes,shadowed_initial_classes,no_initial_classes,internal_hit_classes,external_hit_classes,below_start_classes,budget_classes,max_steps_observed,max_bit_length_observed
K15:L12:w1-1-1-1-1-2-1-1-1-1-1-3:b1,15,12,1,32,32,0,0,32,0,0,0,1,22
K15:L12:w1-1-1-1-1-2-1-1-1-1-2-2:b1,15,12,1,32,32,0,0,32,0,0,0,1,22
K15:L12:w1-1-1-1-1-2-1-1-1-2-1-2:b1,15,12,1,32,32,0,0,32,0,0,0,1,22
K15:L12:w1-1-1-1-1-2-1-1-2-1-1-2:b1,15,12,1,32,32,0,0,32,0,0,0,1,22
K15:L12:w1-1-1-1-1-2-1-2-1-1-1-2:b1,15,12,1,32,32,0,0,32,0,0,0,1,22
K15:L12:w1-1-1-1-1-2-2-1-1-1-1-2:b1,15,12,1,32,32,0,0,32,0,0,0,1,22
K15:L12:w1-1-1-1-2-1-1-1-2-1-1-2:b1,15,12,1,32,32,0,0,32,0,0,0,1,22
K15:L12:w1-1-1-1-2-1-1-2-1-1-1-2:b1,15,12,1,32,32,0,0,32,0,0,0,1,22
K15:L13:w1-1-1-1-1-1-1-1-1-1-1-1-3:b1,15,13,1,32,32,0,0,32,0,0,0,1,22
K15:L13:w1-1-1-1-1-1-1-1-1-1-1-2-2:b1,15,13,1,32,32,0,0,32,0,0,0,1,22
K15:L13:w1-1-1-1-1-1-1-1-1-1-2-1-2:b1,15,13,1,32,32,0,0,32,0,0,0,1,22
K15:L13:w1-1-1-1-1-1-1-1-1-2-1-1-2:b1,15,13,1,32,32,0,0,32,0,0,0,1,22
K15:L13:w1-1-1-1-1-1-1-1-2-1-1-1-2:b1,15,13,1,32,32,0,0,32,0,0,0,1,22
K15:L13:w1-1-1-1-1-1-1-2-1-1-1-1-2:b1,15,13,1,32,32,0,0,32,0,0,0,1,22
K15:L13:w1-1-1-1-1-1-2-1-1-1-1-1-2:b1,15,13,1,32,32,0,0,32,0,0,0,1,22
K15:L14:w1-1-1-1-1-1-1-1-1-1-1-1-1-2:b1,15,14,1,32,32,0,0,32,0,0,0,1,22
K16:L11:w1-1-1-1-1-1-1-1-1-1-6:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-1-1-2-5:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-1-1-3-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-1-1-4-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-1-1-5-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-1-2-1-5:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-1-2-2-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-1-2-3-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-1-2-4-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-1-3-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-1-3-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-1-3-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-1-4-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-1-4-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-1-5-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-2-1-1-5:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-2-1-2-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-2-1-3-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-2-1-4-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-2-2-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-2-2-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-2-2-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-2-3-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-2-3-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-2-4-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-3-1-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-3-1-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-3-1-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-3-2-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-3-2-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-3-3-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-4-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-4-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-4-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-1-5-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-1-1-1-5:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-1-1-2-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-1-1-3-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-1-1-4-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-1-2-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-1-2-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-1-2-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-1-3-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-1-3-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-1-4-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-2-1-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-2-1-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-2-1-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-2-2-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-2-2-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-2-3-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-3-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-3-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-3-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-2-4-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-3-1-1-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-3-1-1-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-3-1-1-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-3-1-2-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-3-1-2-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-3-1-3-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-3-2-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-3-2-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-3-2-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-3-3-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-4-1-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-4-1-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-4-1-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-4-2-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-1-5-1-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-1-1-1-5:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-1-1-2-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-1-1-3-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-1-1-4-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-1-2-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-1-2-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-1-2-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-1-3-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-1-3-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-1-4-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-2-1-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-2-1-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-2-1-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-2-2-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-2-2-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-2-3-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-3-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-3-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-3-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-1-4-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-2-1-1-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-2-1-1-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-2-1-1-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-2-1-2-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-2-1-2-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-2-1-3-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-2-2-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-2-2-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-2-2-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-2-3-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-3-1-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-3-1-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-3-1-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-3-2-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-2-4-1-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-1-1-1-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-1-1-1-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-1-1-1-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-1-1-2-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-1-1-2-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-1-1-3-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-1-2-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-1-2-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-1-2-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-1-3-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-2-1-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-2-1-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-2-1-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-2-2-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-3-3-1-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-4-1-1-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,6,25
K16:L11:w1-1-1-1-1-4-1-1-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-4-1-1-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-4-1-2-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-4-2-1-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-1-5-1-1-1-1-2:b1,16,11,1,32,32,0,0,0,0,32,0,6,25
K16:L11:w1-1-1-1-2-1-1-1-1-3-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-1-1-4-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-1-2-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-1-2-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-1-2-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-1-3-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-1-3-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-1-4-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-2-1-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-2-1-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-2-1-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-2-2-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-2-2-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-2-3-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-3-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-3-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-3-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-1-4-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-2-1-1-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-2-1-1-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-2-1-1-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-2-1-2-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-2-1-2-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-2-1-3-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-2-2-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-2-2-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-2-2-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-2-3-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-3-1-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-3-1-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-3-1-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-3-2-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-1-4-1-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-1-1-1-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-1-1-1-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-1-1-1-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-1-1-2-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-1-1-2-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-1-1-3-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-1-2-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-1-2-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-1-2-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-1-3-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-2-1-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-2-1-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-2-1-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-2-2-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-2-3-1-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-3-1-1-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-3-1-1-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-3-1-1-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-3-1-2-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-2-3-2-1-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-1-1-1-2-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-1-1-1-2-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-1-1-1-3-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-1-1-2-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-1-1-2-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-1-1-2-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-1-1-3-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-1-2-1-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-1-2-1-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-1-2-1-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-1-2-2-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-1-3-1-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-2-1-1-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-2-1-1-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-2-1-2-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-3-2-2-1-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-4-1-1-1-2-1-2:b1,16,11,1,32,32,0,0,0,0,32,0,5,25
K16:L11:w1-1-1-1-4-1-1-2-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-1-4-1-2-1-1-1-2:b1,16,11,1,32,32,0,0,0,0,32,0,5,25
K16:L11:w1-1-1-2-1-1-1-3-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-1-3-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-1-3-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-1-4-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-2-1-1-1-4:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-2-1-1-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-2-1-1-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-2-1-2-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-2-1-2-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-2-1-3-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-2-2-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-2-2-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-2-2-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-2-3-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-3-1-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-3-1-1-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-3-1-2-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-1-3-2-1-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-2-1-1-1-2-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-2-1-1-1-3-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-2-1-1-2-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-2-1-1-2-2-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-2-1-1-3-1-2:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
K16:L11:w1-1-1-2-1-2-1-2-1-1-3:b1,16,11,1,32,32,0,0,32,0,0,0,1,23
